ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword
A1672,Data Analytics Course,104.0,3031.0,188.47,13.0,6.0,0.043,1998.0,2024-11-05,Hydrebad,Desktop,data anaytics training
A1673,DataAnalyticsCourse,132.0,3754.0,180.88,21.0,10.0,0.076,1601.0,2024-11-24,Hyderabad,Mobile,online data analytic
A1674,Data Analytics Course,113.0,3281.0,241.85,16.0,6.0,0.053,1505.0,2024-11-08,Hyderabad,Tablet,data analitics online
A1675,Data Analytics Course,109.0,4910.0,236.2,20.0,8.0,0.054,1145.0,2024-11-08,Hydrebad,Tablet,data anaytics training
A1676,Data Analytics Course,144.0,5026.0,231.82,14.0,4.0,0.028,1645.0,2024-11-10,Hyderabad,Desktop,data analytics course
A1677,Data Analytics Course,179.0,5091.0,238.62,10.0,6.0,0.034,1259.0,2024-11-24,Hyderabad,Mobile,learn data analytics
A1678,Data Analytics Course,139.0,5622.0,190.87,14.0,8.0,0.046,1400.0,2024-11-17,Hyderabad,Mobile,analytics for data
A1679,Data Analytics Course,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,2024-11-24,Hyderabad,Desktop,data anaytics training
A1680,DataAnalyticsCourse,89.0,3509.0,192.14,27.0,9.0,0.101,1564.0,2024-11-12,Hyderabad,Mobile,online data analytic
A1681,DataAnalyticsCourse,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,2024-11-28,Hyderabad,Desktop,data analitics online
A1682,DataAnalyticsCourse,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,2024-11-09,Hyderabad,Desktop,data analytics course
A1683,Data Analytics Course,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,2024-11-21,Hyderabad,Mobile,data analytics course
A1684,DataAnalyticsCourse,133.0,3332.0,201.59,14.0,7.0,0.046,1943.0,2024-11-15,Hyderabad,Tablet,data analytics course
A1685,DataAnalyticsCourse,177.0,5738.0,249.21,11.0,7.0,0.04,1435.0,2024-11-16,Hyderabad,Mobile,data anaytics training
A1686,Data Analytics Course,162.0,5346.0,223.12,25.0,5.0,0.031,1052.0,2024-11-28,Hyderabad,Desktop,data analytics course
A1687,DataAnalyticsCourse,182.0,5857.0,192.69,15.0,4.0,0.048,1384.0,2024-11-02,Hyderabad,Desktop,data analytics course
A1688,Data Analytics Course,154.0,4836.0,233.8,26.0,10.0,0.046,1838.0,2024-11-30,Hydrebad,Desktop,data analytics course
A1689,Data Analytics Course,104.0,5291.0,186.93,19.0,10.0,0.096,1805.0,2024-11-29,Hyderabad,Tablet,data analytics course
A1690,Data Analytics Course,101.0,4840.0,230.68,21.0,9.0,0.089,1556.0,2024-11-22,Hydrebad,Desktop,data anaytics training
A1691,Data Analytics Course,173.0,4246.0,202.95,27.0,3.0,0.017,1276.0,2024-11-29,Hyderabad,Tablet,learn data analytics
A1692,Data Analytics Course,186.0,5824.0,224.48,29.0,6.0,0.046,1882.0,2024-11-28,Hyderabad,Mobile,data analitics online
A1693,Data Analytics Course,148.0,5952.0,186.32,14.0,4.0,0.044,1469.0,2024-11-10,Hydrebad,Mobile,data analytics course
A1694,Data Analytics Course,181.0,3691.0,229.14,25.0,10.0,0.046,1375.0,2024-11-06,Hyderabad,Mobile,analytics for data
A1695,Data Analytics Course,110.0,4350.0,243.88,16.0,9.0,0.046,1157.0,2024-11-15,Hyderabad,Tablet,online data analytic
A1696,Data Analytics Course,151.0,5656.0,191.95,18.0,7.0,0.046,1813.0,2024-11-02,Hydrebad,Mobile,data analitics online
A1697,Data Analytics Course,90.0,4566.0,228.82,29.0,9.0,0.051,1697.0,2024-11-13,Hyderabad,Desktop,data anaytics training
A1698,Data Analytics Course,111.0,4245.0,245.76,22.0,8.0,0.072,1505.0,2024-11-07,Hyderabad,Desktop,online data analytic
A1699,DataAnalyticsCourse,170.0,5053.0,217.41,16.0,9.0,0.031,1497.0,2024-11-17,Hyderabad,Mobile,data anaytics training
A1700,DataAnalyticsCourse,112.0,5093.0,228.8,23.0,7.0,0.062,1188.0,2024-11-17,Hyderabad,Desktop,analytics for data
A1701,Data Analytics Course,188.0,5336.0,188.73,17.0,3.0,0.016,1601.0,2024-11-03,Hyderabad,Tablet,online data analytic
A1702,Data Analytics Course,85.0,4963.0,186.21,14.0,6.0,0.046,1747.0,2024-11-05,Hyderabad,Mobile,data analytics course
A1703,Data Analytics Course,94.0,4544.0,235.77,23.0,8.0,0.046,1342.0,2024-11-05,Hyderabad,Tablet,online data analytic
A1704,Data Analytics Course,177.0,4901.0,217.54,20.0,10.0,0.056,1975.0,2024-11-13,Hyderabad,Tablet,data analitics online
A1705,DataAnalyticsCourse,150.0,5275.0,192.7,14.0,4.0,0.027,1170.0,2024-11-27,Hydrebad,Tablet,data analitics online
A1706,Data Analytics Course,88.0,5225.0,202.97,22.0,6.0,0.068,1128.0,2024-11-13,Hyderabad,Tablet,online data analytic
A1707,Data Analytics Course,128.0,4857.0,212.61,14.0,5.0,0.039,1538.0,2024-11-25,Hyderabad,Desktop,data analitics online
A1708,Data Analytics Course,163.0,5310.0,242.76,26.0,9.0,0.055,1793.0,2024-11-12,Hyderabad,Mobile,learn data analytics
A1709,Data Analytics Course,147.0,5014.0,193.08,12.0,8.0,0.054,1017.0,2024-11-11,Hyderabad,Tablet,online data analytic
A1710,Data Analytics Course,191.0,5855.0,196.54,29.0,3.0,0.016,1085.0,2024-11-21,Hyderabad,Desktop,data analytics course
A1711,DataAnalyticsCourse,139.0,5916.0,234.46,17.0,6.0,0.044,1982.0,2024-11-02,Hydrebad,Desktop,data analytics course
A1712,Data Analytics Course,115.0,3952.0,229.18,25.0,4.0,0.035,1440.0,2024-11-20,Hyderabad,Tablet,online data analytic
A1713,DataAnalyticsCourse,123.0,4208.0,212.92,29.0,6.0,0.049,1184.0,2024-11-05,Hyderabad,Desktop,learn data analytics
A1714,DataAnalyticsCourse,121.0,5517.0,222.14,16.0,7.0,0.046,1682.0,2024-11-02,Hyderabad,Tablet,learn data analytics
A1715,Data Analytics Course,126.0,5460.0,210.83,24.0,10.0,0.079,1326.0,2024-11-14,Hydrebad,Tablet,online data analytic
A1716,Data Analytics Course,110.0,3159.0,197.92,26.0,10.0,0.091,1608.0,2024-11-18,Hydrebad,Mobile,data analitics online
A1717,Data Analytics Course,190.0,5545.0,223.96,13.0,7.0,0.037,1344.0,2024-11-14,Hyderabad,Tablet,analytics for data
A1718,Data Analytics Course,148.0,3668.0,245.79,15.0,10.0,0.068,1718.0,2024-11-25,Hyderabad,Desktop,data analytics course
A1719,Data Analytics Course,86.0,5663.0,231.79,19.0,10.0,0.116,1547.0,2024-11-17,Hyderabad,Mobile,data anaytics training
A1720,Data Analytics Course,172.0,3123.0,216.67,15.0,7.0,0.046,1759.0,2024-11-02,Hydrebad,Desktop,online data analytic
A1721,DataAnalyticsCourse,143.0,5638.0,229.41,23.0,4.0,0.058,1398.0,2024-11-03,Hyderabad,Desktop,online data analytic
A1722,DataAnalyticsCourse,172.0,4436.0,232.16,21.0,7.0,0.041,1050.0,2024-11-27,Hyderabad,Mobile,learn data analytics
A1723,Data Analytics Course,138.0,5555.0,188.55,14.0,8.0,0.058,1593.0,2024-11-24,Hydrebad,Desktop,data anaytics training
A1724,Data Analytics Course,132.0,4972.0,248.45,25.0,9.0,0.046,1126.0,2024-11-19,Hyderabad,Tablet,data analitics online
A1725,Data Analytics Course,174.0,3231.0,215.57,10.0,7.0,0.04,1128.0,2024-11-12,Hyderabad,Mobile,data analytics course
A1726,Data Analytics Course,154.0,3461.0,235.36,18.0,4.0,0.046,1212.0,2024-11-18,Hydrebad,Tablet,data analitics online
A1727,Data Analytics Course,126.0,3423.0,236.21,25.0,9.0,0.071,1106.0,2024-11-20,Hyderabad,Tablet,data anaytics training
A1728,DataAnalyticsCourse,138.0,4025.0,220.96,21.0,7.0,0.051,1416.0,2024-11-24,Hyderabad,Tablet,data analitics online
A1729,Data Analytics Course,193.0,3800.0,199.76,27.0,9.0,0.047,1393.0,2024-11-17,Hyderabad,Mobile,data analytics course
A1730,DataAnalyticsCourse,156.0,5293.0,210.43,26.0,6.0,0.038,1449.0,2024-11-28,Hydrebad,Tablet,data analytics course
A1731,DataAnalyticsCourse,142.0,3565.0,180.39,26.0,5.0,0.035,1147.0,2024-11-01,Hydrebad,Tablet,data anaytics training
A1732,Data Analytics Course,92.0,4296.0,239.12,11.0,10.0,0.046,1169.0,2024-11-02,Hyderabad,Tablet,data anaytics training
A1733,DataAnalyticsCourse,190.0,3567.0,249.26,20.0,7.0,0.057,1517.0,2024-11-26,Hyderabad,Desktop,data analitics online
A1734,Data Analytics Course,134.0,4854.0,198.93,21.0,8.0,0.06,1101.0,2024-11-03,Hydrebad,Desktop,analytics for data
A1735,Data Analytics Course,144.0,4518.5,186.47,29.0,8.0,0.056,1437.0,2024-11-29,Hydrebad,Mobile,data analytics course
A1736,Data Analytics Course,117.0,4630.0,196.66,15.0,8.0,0.046,1361.0,2024-11-17,Hydrebad,Desktop,online data analytic
A1737,Data Analytics Course,160.0,3448.0,210.38,19.0,7.0,0.044,1705.0,2024-11-14,Hyderabad,Desktop,data analytics course
A1738,Data Analytics Course,146.0,5297.0,198.89,30.0,8.0,0.055,2000.0,2024-11-02,Hyderabad,Desktop,data anaytics training
A1739,Data Analytics Course,175.0,3818.0,190.89,30.0,10.0,0.039,1088.0,2024-11-10,Hydrebad,Tablet,data analitics online
A1740,Data Analytics Course,122.0,4791.0,223.16,12.0,4.0,0.033,1246.0,2024-11-05,Hyderabad,Tablet,learn data analytics
A1741,Data Analytics Course,85.0,3713.0,225.74,23.0,5.0,0.047,1867.0,2024-11-24,Hydrebad,Tablet,data analitics online
A1742,Data Analytics Course,167.0,3634.0,202.75,30.0,10.0,0.06,1503.0,2024-11-23,Hyderabad,Desktop,data anaytics training
A1743,Data Analytics Course,158.0,3025.0,180.5,24.0,9.0,0.046,1725.0,2024-11-26,Hyderabad,Tablet,data anaytics training
A1744,Data Analytics Course,176.0,5868.0,184.46,20.0,4.0,0.023,1229.0,2024-11-20,Hyderabad,Desktop,data analytics course
A1745,Data Analytics Course,111.0,3050.0,208.87,10.0,7.0,0.063,1774.0,2024-11-26,Hyderabad,Tablet,analytics for data
A1746,Data Analytics Course,186.0,5301.0,215.57,14.0,9.0,0.046,1230.0,2024-11-17,Hydrebad,Desktop,learn data analytics
A1747,DataAnalyticsCourse,177.0,3042.0,239.64,26.0,4.0,0.023,1646.0,2024-11-20,Hyderabad,Mobile,data analytics course
A1748,Data Analytics Course,150.0,5272.0,239.06,13.0,9.0,0.06,1232.0,2024-11-01,Hyderabad,Desktop,online data analytic
A1749,Data Analytics Course,160.0,4279.0,191.56,22.0,10.0,0.039,1234.0,2024-11-12,Hyderabad,Mobile,data analytics course
A1750,DataAnalyticsCourse,147.0,5659.0,188.07,22.0,4.0,0.045,1796.0,2024-11-25,Hyderabad,Mobile,analytics for data
A1751,DataAnalyticsCourse,198.0,4816.0,224.96,21.0,4.0,0.042,1601.0,2024-11-05,Hydrebad,Mobile,online data analytic
A1752,Data Analytics Course,145.0,3874.0,215.57,10.0,10.0,0.069,1153.0,2024-11-30,Hyderabad,Mobile,data anaytics training
A1753,Data Analytics Course,94.0,5221.0,225.23,17.0,3.0,0.036,1209.0,2024-11-19,Hyderabad,Tablet,learn data analytics
A1754,DataAnalyticsCourse,90.0,5859.0,187.29,17.0,5.0,0.056,1375.0,2024-11-16,Hyderabad,Mobile,analytics for data
A1755,Data Analytics Course,182.0,5055.0,232.64,26.0,8.0,0.036,1815.0,2024-11-10,Hyderabad,Mobile,data anaytics training
A1756,Data Analytics Course,139.0,4373.0,199.32,16.0,5.0,0.046,1150.0,2024-11-02,Hyderabad,Desktop,data anaytics training
A1757,DataAnalyticsCourse,139.0,4518.5,234.85,11.0,8.0,0.046,1398.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A1758,Data Analytics Course,103.0,3547.0,232.35,11.0,8.0,0.078,1663.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A1759,Data Analytics Course,148.0,3128.0,197.02,27.0,9.0,0.061,1214.0,2024-11-12,Hyderabad,Tablet,data anaytics training
A1760,Data Analytics Course,151.0,5201.0,198.56,15.0,10.0,0.066,1716.0,2024-11-05,Hydrebad,Tablet,data anaytics training
A1761,Data Analytics Course,148.0,5510.0,210.42,27.0,4.0,0.048,1352.0,2024-11-06,Hydrebad,Mobile,learn data analytics
A1762,Data Analytics Course,103.0,5628.0,195.6,24.0,8.0,0.034,1065.0,2024-11-09,Hyderabad,Mobile,analytics for data
A1763,Data Analytics Course,115.0,5445.0,183.55,21.0,7.0,0.059,1721.0,2024-11-07,Hyderabad,Tablet,data analytics course
A1764,Data Analytics Course,160.0,5936.0,239.87,29.0,4.0,0.046,1320.0,2024-11-24,Hyderabad,Mobile,analytics for data
A1765,DataAnalyticsCourse,166.0,5808.0,194.79,14.0,8.0,0.048,1799.0,2024-11-14,Hyderabad,Tablet,data anaytics training
A1766,Data Analytics Course,187.0,3282.0,234.91,10.0,7.0,0.041,1525.0,2024-11-29,Hyderabad,Mobile,online data analytic
A1767,DataAnalyticsCourse,172.0,3334.0,243.12,30.0,9.0,0.052,1505.0,2024-11-08,Hydrebad,Mobile,online data analytic
A1768,DataAnalyticsCourse,172.0,5546.0,241.81,24.0,10.0,0.058,1681.0,2024-11-03,Hyderabad,Desktop,learn data analytics
A1769,Data Analytics Course,187.0,5734.0,187.44,10.0,8.0,0.043,1183.0,2024-11-23,Hyderabad,Tablet,analytics for data
A1770,Data Analytics Course,196.0,4964.0,249.47,26.0,9.0,0.046,1996.0,2024-11-19,Hyderabad,Mobile,learn data analytics
A1771,Data Analytics Course,131.0,4774.0,240.53,24.0,7.0,0.053,1505.0,2024-11-09,Hyderabad,Tablet,data anaytics training
A1772,Data Analytics Course,103.0,5244.0,205.9,22.0,7.0,0.032,1954.0,2024-11-16,Hyderabad,Mobile,analytics for data
A1773,Data Analytics Course,114.0,3064.0,196.01,23.0,6.0,0.053,1348.0,2024-11-30,Hydrebad,Mobile,learn data analytics
A1774,Data Analytics Course,116.0,3265.0,199.21,24.0,10.0,0.086,1006.0,2024-11-21,Hyderabad,Mobile,learn data analytics
A1775,Data Analytics Course,164.0,5351.0,217.9,10.0,9.0,0.055,1431.0,2024-11-12,Hydrebad,Tablet,online data analytic
A1776,Data Analytics Course,160.0,5830.0,215.57,15.0,10.0,0.062,1270.0,2024-11-26,Hyderabad,Mobile,online data analytic
A1777,Data Analytics Course,112.0,4808.0,221.57,17.0,7.0,0.062,1186.0,2024-11-25,Hyderabad,Desktop,data analitics online
A1778,DataAnalyticsCourse,87.0,5506.0,188.77,11.0,5.0,0.046,1774.0,2024-11-22,Hydrebad,Mobile,learn data analytics
A1779,Data Analytics Course,139.0,4798.0,198.45,20.0,10.0,0.046,1937.0,2024-11-14,Hyderabad,Mobile,data anaytics training
A1780,Data Analytics Course,139.0,5763.0,214.49,15.0,5.0,0.045,1781.0,2024-11-01,Hyderabad,Desktop,data analitics online
A1781,Data Analytics Course,193.0,3271.0,187.76,30.0,9.0,0.053,1209.0,2024-11-13,Hyderabad,Tablet,online data analytic
A1782,DataAnalyticsCourse,151.0,4402.0,248.65,21.0,4.0,0.046,1722.0,2024-11-19,Hyderabad,Desktop,data analitics online
A1783,Data Analytics Course,90.0,4281.0,216.36,24.0,4.0,0.046,1768.0,2024-11-04,Hyderabad,Mobile,learn data analytics
A1784,DataAnalyticsCourse,169.0,4480.0,215.57,11.0,10.0,0.059,1769.0,2024-11-28,Hyderabad,Tablet,online data analytic
A1785,DataAnalyticsCourse,197.0,4373.0,218.3,18.0,9.0,0.059,1988.0,2024-11-14,Hydrebad,Desktop,learn data analytics
A1786,Data Analytics Course,132.0,4518.5,219.44,17.0,3.0,0.055,1949.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A1787,DataAnalyticsCourse,96.0,5503.0,243.51,11.0,6.0,0.062,1687.0,2024-11-02,Hydrebad,Desktop,data analitics online
A1788,DataAnalyticsCourse,160.0,4154.0,230.16,15.0,6.0,0.046,1667.0,2024-11-16,Hyderabad,Mobile,online data analytic
A1789,Data Analytics Course,162.0,5161.0,240.72,16.0,7.0,0.046,1649.0,2024-11-15,Hyderabad,Tablet,learn data analytics
A1790,Data Analytics Course,171.0,5517.0,233.86,23.0,5.0,0.029,1349.0,2024-11-24,Hyderabad,Tablet,data analytics course
A1791,Data Analytics Course,110.0,4161.0,204.28,16.0,10.0,0.046,1447.0,2024-11-14,Hyderabad,Mobile,data analitics online
A1792,Data Analytics Course,103.0,5332.0,243.72,16.0,3.0,0.029,1882.0,2024-11-28,Hyderabad,Desktop,online data analytic
A1793,Data Analytics Course,167.0,3620.0,243.81,24.0,8.0,0.053,1001.0,2024-11-05,Hyderabad,Desktop,data analytics course
A1794,DataAnalyticsCourse,132.0,4117.0,239.04,28.0,3.0,0.023,1761.0,2024-11-07,Hyderabad,Mobile,analytics for data
A1795,Data Analytics Course,145.0,5400.0,219.89,29.0,3.0,0.046,1152.0,2024-11-20,Hyderabad,Tablet,data analytics course
A1796,Data Analytics Course,140.0,5220.0,183.39,25.0,8.0,0.057,1918.0,2024-11-11,Hydrebad,Desktop,learn data analytics
A1797,Data Analytics Course,122.0,4518.5,217.66,25.0,10.0,0.053,1799.0,2024-11-26,Hyderabad,Tablet,data analitics online
A1798,Data Analytics Course,87.0,4081.0,180.63,20.0,4.0,0.046,1665.0,2024-11-08,Hyderabad,Tablet,data analitics online
A1799,DataAnalyticsCourse,141.0,4239.0,199.82,15.0,5.0,0.035,1639.0,2024-11-27,Hyderabad,Mobile,data anaytics training
A1800,DataAnalyticsCourse,157.0,3367.0,248.9,20.0,8.0,0.051,1470.0,2024-11-30,Hydrebad,Tablet,data anaytics training
A1801,Data Analytics Course,95.0,5721.0,208.53,16.0,6.0,0.063,1863.0,2024-11-05,Hyderabad,Mobile,data analytics course
A1802,Data Analytics Course,160.0,5166.0,210.21,20.0,7.0,0.044,1850.0,2024-11-21,Hyderabad,Desktop,data analytics course
A1803,Data Analytics Course,133.0,5430.0,217.34,16.0,6.0,0.045,1199.0,2024-11-14,Hyderabad,Mobile,data analitics online
A1804,Data Analytics Course,154.0,3452.0,215.61,21.0,7.0,0.058,1631.0,2024-11-02,Hydrebad,Mobile,analytics for data
A1805,Data Analytics Course,188.0,4518.5,220.11,13.0,4.0,0.021,1262.0,2024-11-29,Hydrebad,Tablet,data analitics online
A1806,Data Analytics Course,186.0,5073.0,233.58,15.0,4.0,0.046,1965.0,2024-11-04,Hyderabad,Tablet,online data analytic
A1807,Data Analytics Course,101.0,5757.0,249.33,25.0,9.0,0.035,1129.0,2024-11-01,Hyderabad,Mobile,learn data analytics
A1808,DataAnalyticsCourse,150.0,3323.0,227.55,14.0,4.0,0.027,1931.0,2024-11-18,Hyderabad,Mobile,data analytics course
A1809,Data Analytics Course,127.0,5417.0,229.06,26.0,8.0,0.063,1086.0,2024-11-21,Hydrebad,Tablet,learn data analytics
A1810,Data Analytics Course,117.0,5445.0,213.9,10.0,5.0,0.043,1804.0,2024-11-19,Hyderabad,Desktop,data analytics course
A1811,Data Analytics Course,152.0,5173.0,230.47,15.0,5.0,0.036,1779.0,2024-11-26,Hydrebad,Desktop,learn data analytics
A1812,DataAnalyticsCourse,87.0,3643.0,220.76,27.0,7.0,0.046,1393.0,2024-11-03,Hyderabad,Desktop,data analitics online
A1813,Data Analytics Course,181.0,3863.0,180.12,17.0,7.0,0.035,1892.0,2024-11-28,Hyderabad,Desktop,data analytics course
A1814,Data Analytics Course,147.0,3661.0,191.67,17.0,4.0,0.027,1505.0,2024-11-24,Hyderabad,Desktop,online data analytic
A1815,Data Analytics Course,173.0,5463.0,232.38,17.0,5.0,0.029,1568.0,2024-11-26,Hyderabad,Desktop,analytics for data
A1816,Data Analytics Course,123.0,3459.0,211.88,21.0,4.0,0.033,1223.0,2024-11-24,Hyderabad,Tablet,learn data analytics
A1817,Data Analytics Course,162.0,3906.0,237.24,13.0,5.0,0.033,1062.0,2024-11-10,Hydrebad,Desktop,data anaytics training
A1818,Data Analytics Course,135.0,4645.0,182.94,12.0,7.0,0.046,1927.0,2024-11-30,Hydrebad,Desktop,online data analytic
A1819,DataAnalyticsCourse,169.0,3317.0,232.35,29.0,3.0,0.049,1988.0,2024-11-24,Hyderabad,Mobile,data anaytics training
A1820,Data Analytics Course,120.0,3235.0,220.67,11.0,4.0,0.046,1890.0,2024-11-17,Hyderabad,Mobile,learn data analytics
A1821,Data Analytics Course,139.0,4823.0,234.73,30.0,5.0,0.046,1361.0,2024-11-25,Hyderabad,Mobile,data anaytics training
A1822,Data Analytics Course,167.0,4403.0,189.36,25.0,4.0,0.03,1572.0,2024-11-06,Hyderabad,Desktop,learn data analytics
A1823,DataAnalyticsCourse,101.0,3530.0,184.83,22.0,5.0,0.046,1802.0,2024-11-13,Hyderabad,Mobile,learn data analytics
A1824,Data Analytics Course,129.0,4679.0,239.21,19.0,3.0,0.023,1215.0,2024-11-04,Hydrebad,Mobile,data analitics online
A1825,DataAnalyticsCourse,153.0,5396.0,233.79,13.0,8.0,0.046,1571.0,2024-11-01,Hydrebad,Mobile,data anaytics training
A1826,Data Analytics Course,139.0,3976.0,248.65,16.0,4.0,0.046,1160.0,2024-11-15,Hyderabad,Mobile,data anaytics training
A1827,Data Analytics Course,108.0,5545.0,209.82,11.0,8.0,0.074,1491.0,2024-11-08,Hyderabad,Mobile,analytics for data
A1828,Data Analytics Course,85.0,4772.0,211.62,15.0,10.0,0.118,1669.0,2024-11-19,Hyderabad,Mobile,learn data analytics
A1829,DataAnalyticsCourse,109.0,4941.0,242.54,18.0,9.0,0.083,1278.0,2024-11-11,Hyderabad,Desktop,data anaytics training
A1830,Data Analytics Course,119.0,4369.0,216.29,16.0,4.0,0.046,1505.0,2024-11-22,Hyderabad,Tablet,learn data analytics
A1831,Data Analytics Course,143.0,5526.0,185.94,15.0,8.0,0.056,1712.0,2024-11-25,Hyderabad,Desktop,analytics for data
A1832,Data Analytics Course,161.0,5302.0,184.29,13.0,8.0,0.036,1703.0,2024-11-30,Hyderabad,Tablet,learn data analytics
A1833,DataAnalyticsCourse,146.0,4424.0,196.88,20.0,3.0,0.021,1757.0,2024-11-30,Hyderabad,Tablet,online data analytic
A1834,Data Analytics Course,82.0,5971.0,235.52,14.0,8.0,0.098,1568.0,2024-11-06,Hyderabad,Mobile,learn data analytics
A1835,Data Analytics Course,88.0,3733.0,244.35,12.0,8.0,0.091,1622.0,2024-11-27,Hyderabad,Mobile,online data analytic
A1836,Data Analytics Course,127.0,4403.0,244.3,15.0,7.0,0.055,1832.0,2024-11-22,Hyderabad,Tablet,data analytics course
A1837,Data Analytics Course,179.0,5118.0,189.59,15.0,6.0,0.034,1892.0,2024-11-28,Hyderabad,Tablet,data analytics course
A1838,Data Analytics Course,199.0,4407.0,240.05,21.0,9.0,0.045,1054.0,2024-11-13,Hyderabad,Desktop,data analitics online
A1839,DataAnalyticsCourse,191.0,3190.0,211.1,10.0,7.0,0.037,1505.0,2024-11-22,Hydrebad,Tablet,learn data analytics
A1840,Data Analytics Course,99.0,4880.0,245.13,25.0,8.0,0.046,1236.0,2024-11-19,Hyderabad,Tablet,data analytics course
A1841,Data Analytics Course,122.0,5774.0,224.4,23.0,10.0,0.046,1330.0,2024-11-14,Hydrebad,Mobile,learn data analytics
A1842,Data Analytics Course,178.0,4103.0,207.23,17.0,8.0,0.045,1612.0,2024-11-15,Hyderabad,Mobile,analytics for data
A1843,Data Analytics Course,157.0,4414.0,240.57,17.0,9.0,0.057,1483.0,2024-11-27,Hyderabad,Desktop,learn data analytics
A1844,Data Analytics Course,199.0,5319.0,216.7,25.0,9.0,0.045,1505.0,2024-11-01,Hyderabad,Desktop,online data analytic
A1845,Data Analytics Course,192.0,3320.0,208.09,17.0,3.0,0.016,1169.0,2024-11-18,Hyderabad,Mobile,data anaytics training
A1846,DataAnalyticsCourse,144.0,4146.0,246.1,18.0,10.0,0.069,1074.0,2024-11-15,Hyderabad,Desktop,analytics for data
A1847,Data Analytics Course,147.0,4720.0,227.6,23.0,8.0,0.046,1907.0,2024-11-05,Hyderabad,Tablet,online data analytic
A1848,Data Analytics Course,121.0,3557.0,237.03,16.0,7.0,0.046,1255.0,2024-11-25,Hyderabad,Mobile,data analitics online
A1849,Data Analytics Course,193.0,5899.0,227.24,12.0,9.0,0.042,1832.0,2024-11-02,Hyderabad,Desktop,analytics for data
A1850,Data Analytics Course,170.0,4968.0,216.78,21.0,5.0,0.045,1997.0,2024-11-24,Hyderabad,Tablet,data analytics course
A1851,Data Analytics Course,198.0,5934.0,199.61,14.0,6.0,0.03,1505.0,2024-11-13,Hyderabad,Tablet,learn data analytics
A1852,Data Analytics Course,133.0,4078.0,189.42,21.0,6.0,0.045,1969.0,2024-11-21,Hyderabad,Desktop,data analitics online
A1853,DataAnalyticsCourse,82.0,4163.0,208.08,30.0,8.0,0.098,1297.0,2024-11-04,Hyderabad,Mobile,data analytics course
A1854,Data Analytics Course,90.0,4330.0,249.24,20.0,4.0,0.044,1618.0,2024-11-15,Hyderabad,Tablet,data anaytics training
A1855,Data Analytics Course,122.0,5882.0,189.76,25.0,7.0,0.057,1357.0,2024-11-25,Hydrebad,Tablet,analytics for data
A1856,DataAnalyticsCourse,105.0,5645.0,218.24,17.0,6.0,0.046,1420.0,2024-11-02,Hyderabad,Mobile,online data analytic
A1857,DataAnalyticsCourse,179.0,3848.0,213.26,12.0,5.0,0.046,1807.0,2024-11-29,Hyderabad,Desktop,data analytics course
A1858,Data Analytics Course,91.0,5609.0,228.27,12.0,10.0,0.11,1098.0,2024-11-11,Hydrebad,Desktop,analytics for data
A1859,Data Analytics Course,168.0,4390.0,195.52,22.0,10.0,0.06,1553.0,2024-11-04,Hyderabad,Desktop,data analytics course
A1860,Data Analytics Course,162.0,4774.0,210.8,20.0,7.0,0.043,1387.0,2024-11-29,Hydrebad,Tablet,analytics for data
A1861,DataAnalyticsCourse,130.0,5787.0,218.79,13.0,10.0,0.077,1679.0,2024-11-09,Hyderabad,Mobile,online data analytic
A1862,Data Analytics Course,97.0,5192.0,184.79,13.0,10.0,0.046,1382.0,2024-11-05,Hydrebad,Mobile,learn data analytics
A1863,Data Analytics Course,142.0,4223.0,222.28,27.0,5.0,0.038,1506.0,2024-11-07,Hyderabad,Desktop,learn data analytics
A1864,Data Analytics Course,138.0,3146.0,197.89,22.0,7.0,0.046,1505.0,2024-11-08,Hydrebad,Desktop,learn data analytics
A1865,Data Analytics Course,186.0,3988.0,237.69,15.0,5.0,0.027,1603.0,2024-11-14,Hyderabad,Tablet,data analytics course
A1866,Data Analytics Course,170.0,3437.0,232.08,23.0,5.0,0.029,1405.0,2024-11-29,Hydrebad,Mobile,learn data analytics
A1867,Data Analytics Course,85.0,3718.0,224.14,21.0,6.0,0.071,1938.0,2024-11-04,Hyderabad,Desktop,online data analytic
A1868,Data Analytics Course,115.0,5343.0,239.92,20.0,8.0,0.046,1381.0,2024-11-15,Hydrebad,Desktop,learn data analytics
A1869,Data Analytics Course,167.0,5170.0,241.21,24.0,4.0,0.038,1515.0,2024-11-21,Hydrebad,Mobile,data analytics course
A1870,DataAnalyticsCourse,113.0,5916.0,234.58,18.0,5.0,0.044,1165.0,2024-11-12,Hyderabad,Mobile,data analytics course
A1871,Data Analytics Course,175.0,4958.0,245.96,22.0,10.0,0.046,1777.0,2024-11-21,Hyderabad,Mobile,online data analytic
A1872,DataAnalyticsCourse,112.0,5538.0,225.66,22.0,4.0,0.041,1505.0,2024-11-22,Hyderabad,Desktop,online data analytic
